OBJECTID,Name,ID,ZONENAME,EDIRANK,AREAHA,TREECOUNT,TREESPERHA,JUVCOUNT,JUVPERHA,MEANDBH,SPECIES,SPECIESPERTREE,PERCHIGH,HIGHHA,PERCMED,MEDHA,NFIHA,NFIPERC,POP,POPPERHA,NFIChange,Shape_Length,Shape_Area
66,Easter Road and Hawkhill Avenue,38.000000000000000,Easter Road and Hawkhill Avenue,1,30.899999999999999,90,2.910000000000000,3,0.100000000000000,28,22,0.240000000000000,0.339198643000000,0.104812381000000,9.370362519000000,2.895442018000000,0.210000000000000,0.680000000000000,"3,423",110.790000000000010,0.000000000000000,"3,410.531484655488800","308,974.426911209190000"
67,Leith (Albert Street),55.000000000000000,Leith (Albert Street),1,15.190000000000000,66,4.350000000000000,7,0.460000000000000,32,20,0.300000000000000,0.815450644000000,0.123866953000000,14.034334760000000,2.131815451000000,0.000000000000000,0.000000000000000,"3,185",209.690000000000000,-0.000002000000000,"2,034.582518019767600","151,890.928416730540000"
68,Hillside and Calton Hill,50.000000000000000,Hillside and Calton Hill,8,61.450000000000003,442,7.190000000000000,8,0.130000000000000,40,32,0.070000000000000,6.783812567000000,4.168652822000000,18.178913739999999,11.170942490000000,9.060000000000001,14.740000000000000,"5,164",84.030000000000001,-0.000002000000000,"4,782.829323712630900","614,527.673397047210000"
69,Pilrig,82.000000000000000,Pilrig,5,30.160000000000000,442,14.650000000000000,26,0.860000000000000,27,41,0.090000000000000,5.559160718000000,1.676642873000000,13.021847290000000,3.927389141000000,0.000000000000000,0.000000000000000,"3,243",107.520000000000000,0.000000000000000,"4,379.533918790776600","301,630.733762794760000"
70,Bonnington,9.000000000000000,Bonnington,5,40.820000000000000,238,5.830000000000000,14,0.340000000000000,25,34,0.140000000000000,3.606347171000000,1.472110915000000,14.537586149999999,5.934242667000000,2.170000000000000,5.310000000000000,"3,414",83.640000000000001,0.000000000000000,"4,391.983393033668100","408,173.085021312810000"
71,Trinity East and The Dudleys,101.000000000000000,Trinity East and The Dudleys,8,61.170000000000002,674,11.020000000000000,83,1.360000000000000,34,54,0.080000000000000,5.724374064000000,3.501599615000000,18.810186179999999,11.506190880000000,4.430000000000000,7.240000000000000,"3,701",60.509999999999998,-0.564948000000000,"5,737.598118229494500","611,653.028416687510000"
72,Trinity,100.000000000000000,Trinity,6,94.409999999999997,206,2.180000000000000,18,0.190000000000000,27,34,0.170000000000000,4.059399070000000,3.832478662000000,18.208313090000001,17.190468389999999,3.990000000000000,4.230000000000000,"4,461",47.250000000000000,0.000000000000000,"5,761.480358281349300","944,066.872339419090000"
73,"Inverleith, Goldenacre and Warriston",52.000000000000000,"Inverleith, Goldenacre and Warriston",9,177.639999999999990,"1,511",8.510000000000000,155,0.870000000000000,42,81,0.050000000000000,7.388183324000000,13.124368860000001,20.677342169999999,36.731230629999999,27.680000000000000,15.580000000000000,"3,687",20.760000000000002,-0.186196000000000,"8,178.764463960253100","1,776,434.433303734100000"
74,Broughton North and Powderhall,12.000000000000000,Broughton North and Powderhall,5,52.090000000000003,264,5.070000000000000,14,0.270000000000000,33,29,0.110000000000000,5.016932146000000,2.613319955000000,17.534177849999999,9.133553242000000,1.460000000000000,2.810000000000000,"3,726",71.530000000000001,-0.000002000000000,"4,408.268533197871000","520,872.409140840060000"
75,Broughton South,13.000000000000000,Broughton South,2,37.210000000000001,177,4.760000000000000,50,1.340000000000000,34,32,0.180000000000000,0.967628431000000,0.360054539000000,11.576354680000000,4.307561576000000,0.000000000000000,0.000000000000000,"4,210",113.140000000000000,0.000000000000000,"4,486.241882660903700","372,112.405860619270000"
76,New Town East and Gayfield,73.000000000000000,New Town East and Gayfield,1,30.300000000000001,135,4.460000000000000,47,1.550000000000000,25,25,0.190000000000000,0.280293230000000,0.084928849000000,10.198361360000000,3.090103493000000,0.000000000000000,0.000000000000000,"3,031",100.040000000000010,-0.030627000000000,"3,667.252651732474100","302,965.444861859320000"
77,New Town West,74.000000000000000,New Town West,9,51.070000000000000,21,0.410000000000000,0,0.000000000000000,50,6,0.290000000000000,8.655569782000001,4.420399488000000,19.859154929999999,10.142070420000000,8.910000000000000,17.449999999999999,"3,569",69.879999999999995,0.000000000000000,"5,681.826967283816900","510,700.041223001200000"
78,Canonmills and New Town North,16.000000000000000,Canonmills and New Town North,4,26.469999999999999,318,12.010000000000000,24,0.910000000000000,25,33,0.100000000000000,2.548243444000000,0.674520040000000,15.611083620000000,4.132253835000000,0.700000000000000,2.640000000000000,"3,212",121.349999999999990,0.000000000000000,"3,110.605770466798300","264,699.570835864000000"
79,Stockbridge,94.000000000000000,Stockbridge,7,61.979999999999997,175,2.820000000000000,27,0.440000000000000,34,40,0.230000000000000,4.169305468000000,2.584135529000000,20.878192949999999,12.940303990000000,4.440000000000000,7.170000000000000,"5,686",91.739999999999995,-1.010620000000000,"5,824.890402804873700","619,784.286610890650000"
80,Comely Bank,22.000000000000000,Comely Bank,8,72.510000000000005,164,2.260000000000000,114,1.570000000000000,18,26,0.160000000000000,7.267153548000000,5.269413038000000,20.286718960000002,14.709899920000000,7.500000000000000,10.340000000000000,"3,614",49.840000000000003,-0.214010000000000,"6,507.111122061364800","725,139.563677250870000"
